year,month,day,title,director,cast,genre,href,budget,box_office,gender_1,gender_2,gender_3,gender_4,gender_5,gender_director
2009,5,21,Syurga Cinta,Ahmad Idham,"Awal Ashaari, Heliza Helmi, Haziq",Drama / Romance,,3005898,9258321,Male,Male,Female,Female,Male,Female
2009,5,23,JOMLAH C.I.U.M,M. Subash Abdullah,"M. Subash Abdullah, Kenchana Devi, Wahiduzzaman, Pathieswaran",Drama / Patriotism,,1482197,1730637,Female,Male,Female,Female,Male,Female
2009,6,4,Jangan Pandang Belakang Congkak,Ahmad Idham,"Shaheizy Sam, Lan Pet Pet, Cat Farish, Lisa Surihani, Piee",Horror / Comedy,,3641041,5823600,Male,Female,Female,Male,Female,Male
2009,7,16,Skrip 7707,Abdul Razak Mohaideen,"Fasha Sandha, Fouziah Ghous, Que Haidar, Almy Nadia, Pekin Ibrahim",Thriller / Horror / Mystery,,810324,5441660,Male,Male,Male,Female,Female,Female
2009,7,30,Setem,Kabir Bhatia,"Rashidi Ishak, Afdlin Shauki, Indi Nadarajah, Vanida Imran, Que Haidar, Bront Palarae, Harun Salim Bachik",Comedy / Action,,5762793,7445725,Male,Female,Male,Female,,Male
2009,9,20,Jin Notti,Azhari Mohd Zain,"Mawi, Fara Fauzana, Cat Farish, Bob Lokman, Ahmad Nabil Ahmad",Comedy / Fantasy,,9874824,1390490,Female,Female,Male,Female,Male,Female
2009,9,20,Momok The Movie,M. Jamil,"Faizal Ramli, Abon, Ahmad Nabil Ahmad, Aziz Sattar",Comedy / Horror / Suspense,,3003684,1692202,Female,Female,Female,Male,Male,Female
2009,10,8,Papadom,Afdlin Shauki,"Afdlin Shauki, Liyana Jasmay, Vanida Imran, Norkhiriah, Harun Salim Bachik, Farid Kamil, Scha Alyahya",Comedy / Drama / Family,,9642472,3290635,Male,Male,Female,Male,,Male
2009,10,22,Lembing Awang Pulang Ke Dayang,Majed Salleh,"Farid Kamil, Siti Elizad, Zul Huzaimy, Lynette Ludi, Kuswadinata, Hattan",Drama / Romance / Historical,,9288707,2325127,Male,Male,Male,Female,Female,Female
2009,11,5,Pisau Cukur,Bernard Chauly,"Maya Karin, Fazura, Aaron Aziz, Eizlan Yusof, Redza Minhat, Nabila Huda, Umie Aida, Nabil Ahmad",Comedy / Romance,,8157924,5894942,Male,Male,Female,Female,Male,Male
2009,11,19,Senario The Movie Episode 2: Beach Boys,Ahmad Idham,"Azlee Jaafar, Lan Pet Pet, Wahid Mohamed, Maria Farida, Riezman Khuzaimi, Nik Sayyidah, Marsha Milan Londoh, Jamali Shadat",Adventure / Comedy,,9357816,9088304,Female,Female,Male,Male,Female,Male
2009,11,26,Jalang,Nazir Jamaluddin,"Yasmin Khaniff, Hairie Othman, Kuswadinata, Maria Farida, Yang Kassim, Ridzuan Hashim, Faizal Hussein",Drama,,738943,5776285,Female,Female,Male,Male,Female,Male
2009,12,3,My Spy,Afdlin Shauki,"Maria Farida, AC Mizal, Afdlin Shauki, Harun Salim Bachik, Carmen Soo, Adlin Aman Ramlie, Ridzuan Hashim",Comedy,,7311048,8315177,Female,Male,Male,Male,Female,Female
2009,12,10,Santau,Azhari Mohd Zain,"Esma Daniel, Puteri Mardiana, Riezman Khuzaimi, Bob Lokman, Zul Handy Black",Thriller / Horror,,5845315,8577627,Female,Male,Male,,Male,Female
2009,12,17,Pulau Asmara,Uttam Kumar Thangiah,"Sheikh Bolkhiah, Abby Azis, Faizal Ramly, Latif Ibrahim, Aziz Singah, Shasha Arsheela",Romance,,1877380,9717706,Male,Female,Female,Male,Male,Male
2009,12,24,Muallaf,Yasmin Ahmad,"Sharifah Amani, Ning Baizura, Sharifah Alesya, Yeo Yann Yann, Brian Yap, Rahim Razali",Drama,,8201231,6875348,Female,Female,Male,Female,Male,Male
2009,12,31,Duhai Si Pari-Pari,Azmi Mohd Hata,"Harun Salim Bachik, Liyana Jasmay, Que Haidar, Remy Ishak, Aziz Sattar, Farid Kamil, Nabila Huda, Hans Isaac, Zizan Razak",Comedy / Fantasy,,5211164,9079847,Male,Female,Male,Female,,Male
2010,1,14,Adnan Sempit,Ahmad Idham,"Shaheizy Sam, Intan Ladyana, Yana Samsudin, Cat Farish, Julia Hana, Along Raja Lawak",Comedy / Drama,,9071556,6820520,Female,Female,Female,Male,Female,Male
2010,1,28,2 Hati 1 Jiwa,Abdul Razak Mohaideen,"Fouziah Ghous, Yasmin Hani, Fahrin Ahmad, Ziela Jalil, Mustapha Kamal",Comedy / Family / Drama,,3030350,9395145,Male,Female,Male,Male,Male,Female
2010,2,11,Lu Pikirlah Sendiri De Movie,Aminah Rhapor,"Ahmad Nabil Ahmad, Puteri Sarah Liyana, Mila, Meet Uncle Hussain, Vanida Imran, Zizan Razak",Comedy,,813008,2902344,Male,Female,Female,Male,Male,Female
2010,2,25,Niyang Rapik,Ahmad Idhamu,"Nasir Bilal Khan, Zed Zaidi, Liyana Jasmay, Fizz Fairuz, Shaheizy Sam, Awal Ashaari",Horror,,6164797,9706186,Female,Male,Female,Male,Male,Female
2010,3,11,V3: Samseng Jalanan,Farid Kamil,"Farid Kamil, Bront Palarae, Aqasha, Lisa Surihani, Intan Ladyana",Action,,1587244,6453285,Female,Male,Male,Female,Female,Male
2010,3,25,Evolusi KL Drift 2,Syamsul Yusof,"Syamsul Yusof, Farid Kamil, Scha Alyahya, Shaheizy Sam, Aaron Aziz, Remy Ishak, Hetty Sarlene",Action,,3021650,2946099,Male,Male,Female,Female,Male,Male
2010,4,8,Semerah Cinta Stilleto,Ahmad Idham,"Farid Kamil, Lisa Surihani, Cat Farish, Shaharuddin Thamby, Nanu Baharuddin, Jamali Shadat",Comedy / Romance,,1068693,8923070,Female,Male,Female,,Male,Male
2010,4,22,Hooperz,Rosihan Zain,"Melissa Maureen, Mustapha Kamal, Amy Mastura, Remy Ishak, Zazleen Zulkafli, Adibah Noor, Anita Baharom, Juliana Evans",Comedy / Sports,,7501425,1705369,Male,Male,Male,Male,Male,Female
2010,5,6,Belukar,Jason Chong,"Bront Palarae, Daphne Iking, Chew Kin Wah, Danny X-Factor, Ahmad Tarmimi Siregar, Along Eyzendy",Action / Drama / Romance,,1291560,9953255,Male,Male,Female,,Male,Male
2010,5,20,Andartu Terlampau 21 Hari Mencari Suami,Din CJ,"Haliza Misbun, Fahrin Ahmad, Awie, Erra Fazira, Jalaluddin Hassan, Farah Fauzana, Maimon Mutalib",Comedy / Romance,,1663187,3002500,Male,Male,Male,Male,Male,Female
2010,6,3,Lagenda Budak Setan,Sharad Sharan,"Farid Kamil, Lisa Surihani, Fazura, Que Haidar, Raja Farah",Drama / Romance,,8152014,4232514,Male,Female,Male,Female,,Male
2010,6,3,Kecoh Betul,"S. Baldev Singh, Ikhzal Azfarel Ideris","Saiful Apek, Ahmad Nabil Ahmad, Diana Danielle, Bell Ngasri, Shah R., Haryati Hamzah, Vanessa Chong, Aziz Sattar, Sheila Mambo, Fauziah Nawi",Action / Comedy,,1956814,8186560,Female,Female,Female,Male,,Male
2010,6,17,Kapoww!!,Azizi Chunk,"Lisa Surihani, Afdlin Shauki, Bell Ngasri, Zizan Razak, Awie, Harun Salim Bachik",Action / Comedy,,6276388,5857928,Female,Female,Male,,,Female
2010,7,1,Zoo,Azhari Mohd Zain,"Mazlan Pet Pet, Lisa Surihani, Bob Lokman, Azlee Jaafar",Action / Comedy,,8432703,5114429,Male,Male,Male,Female,,Male
2010,7,15,Mantra,Azhari Mohd Zain,"Mas Muharni, Zul Handy Black, Hasnul Rahmat, Hamdan Ramli, Ana Dahlia",Horror / Mystery / Suspense,,7757442,5744333,Female,Female,Female,Male,Female,Male
2010,9,9,Senario Asam Garam,Hatta Azad Khan,"Azlee Jaafar, Mazlan Pet Pet, Zaibo, Julia Hana, Fimie Don, Nadia Mustafar, Syanie",Comedy / Romance / Family,,9627756,6698328,Female,Female,Male,Male,Female,Female
2010,9,9,4 Madu,Abdul Razak Mohaideen,"Saiful Apek, Rozita Che Wan, Fasha Sandha, Rosnah Mat Aris, Allana Amir, Marsha Milan Londoh, Rahim Razali, Sazzy Falak, Latif Ibrahim, Bienda",Comedy / Romance,,8419919,6359200,Male,Female,Female,Female,Female,Female
2010,9,23,Magika,Edry Abdul Halim,"Mawi, Diana Danielle, Fimie Don, Ziana Zain, Maya Karin, Sharifah Amani, Sharifah Aleya, Ning Baizura, M. Nasir, Vanida Imran, Nabil Ahmad, Aznil Nawawi",Adventure / Musical / Fantasy,,4260383,8447319,Male,Male,Male,Female,Male,Male
2010,10,7,Jangan Pandang Belakang Congkak 2,Ahmad Idham,"Mazlan Pet Pet, Azlee Jaafar, Cat Farish, Lisa Surihani, Nora Danish, Bob Kuman",Comedy / Horror,,3232321,6193482,Female,Female,Male,Female,Male,Female
2010,10,21,Cuti-Cuti Cinta,Ahmad Idham,"Farid Kamil, Nora Danish, Cat Farish, Zaibo, Azizah Mahzan, Kazar Saisi, Zed Zaidi",Comedy / Romance,,1558958,3123430,Female,Female,Female,,Female,Male
2010,11,4,Estet,Mamat Khalid,"Farid Kamil, Gandhi Nathan, Rosyam Nor, Sofi Jikan, Jasmine Michael, Mislina Mustaffa, David Arumugam",Comedy / Drama / Romance / Musical,,5241079,5460143,Male,Female,Male,,Female,Female
2010,11,11,Crayon,Dean A. Burhanuddin,"Hon Kahoe, Faisal Abdullah, Adibah Noor, Joshry Adamme",Family / Dance / Independent,,4715274,7909147,Male,Male,Female,Female,Female,Male
2010,11,18,2 Alam,"Ed Zarith, Hairie Othman","Aaron Aziz, Suhaillah Salam, Faizal Hussein, Kuswadinata, Adrea Abdullah",Drama / Horror,,2078546,4934764,Female,Female,Male,Female,,Male
2010,11,25,Ngangkung,Ismail Bob Hasim,"Shaheizy Sam, Eira Syazira, Azad Jasmin, Angah Raja Lawak, Puteri Mardiana, Azlee Jaafar, Mazlan Pet Pet",Comedy / Horror,,303761,9774912,Male,Female,Female,Female,,Male
2010,12,2,Aku Tak Bodoh,Boris Boo,"Amy Mastura, Nam Ron, Wan Noor Aizzat, Suhairil Sunari, Aizat Hassan, Jalaluddin Hassan, Adibah Noor, Riezman Khuzaimi",Comedy / Family,,9534357,5104419,Male,Female,Female,Female,,Female
2010,12,9,Hantu Kak Limah Balik Rumah,Mamat Khalid,"Awie, Johan Raja Lawak, Delimawati, Ummi Nazeera, Avaa Vanja, Nadia Mustafar, Shy8, Zami Ismail, Man Kadir, Dewa, Sofi Jikan, Kamarul Yusoff, Zainuri Berita Harian, Azman, Pekin Ibrahim",Comedy / Horror / Mystery,,284157,1145372,Female,Female,Female,Female,Male,Female
2010,12,16,Aku Masih Dara,Ahmad Idham,"Raja Farah, Ashraf Muslim, Farid Kamil, Yana Samsudin, Dian P. Ramlee",Romance,,4043076,3774113,Male,Female,Female,Female,Female,Male
2010,12,23,Janin,M. Hitler Zami,"Eja, Hairie Othman, Kuswadinata, Rahim Razali, Sherie Merlis, Zami Ismail",Horror,,5699035,3980626,Female,Female,Female,Female,,Male
2010,12,30,Damping Malam,Ahmad Idham,"Ahmad Idham, Amy Mastura, Erynne Erynna, Azizah Mahzan, Eizlan Yusof, Putri Mardiana",Horror,,6442339,1697729,Female,Female,Male,Male,Female,Female
2011,1,13,Khurafat,Syamsul Yusof,"Syamsul Yusof, Liyana Jasmay, Sabrina Ali, Salina Saibi, Zendy, Fauziah Nawi, Nur Huda, Mariani, Latif Borgiba, Along Eyzendy",Horror,,9021483,1938415,Male,Female,Male,Female,Female,Male
2011,1,13,Great Day,Chiu Keng Guan,"Jack Lim, Wan Wai Fun, Vivian, Jiang Han, Royce Tan",Comedy / Drama,,5456724,1581188,Female,Male,Male,Female,Female,Female
2011,1,27,HAQ,"C.L. Hor, Jumaatun Azmi","Zul Huzaimy, Adi Putra, Nanu Baharuddin, Raja Farah",Action / Drama,,7223281,6989306,Female,Male,Male,Male,Male,Female
2011,2,10,Sini Ada Hantu,James Lee,"Alvin Wong, Baki Zainal, Mano Maniam, Eira Syazira, Kuswadinata, Fasha Sandha, Patrick Teoh, Pete Teo, Ramasundram",Horror / Mystery / Thriller,,5814063,2850084,Female,Female,Male,Female,Male,Male
2011,2,24,Kembar Siang,Hatta Azad Khan,"Kamal Adli, Intan Ladyana, Mat Over, Zul Handyblack, Zaibo, Rozita Che Wan, Lan Pet Pet, Sabri Yunus",Comedy,,6300576,5812563,Female,Male,Male,Female,,Male
2011,3,10,Hikayat Merong Mahawangsa,Yusry Abdul Halim,"Stephen Rahman Hughes, Khir Rahman, Ummi Nazeera, Jehan Miskin, Jing Lu, Deborah Henry, Umie Aida",Historical / Action / Epic / War,,8815623,7636416,Male,Female,Male,Male,Female,Male
2011,3,17,Ratu The Movie,Abdul Razak Mohaideen,"Eizlan Yusof, Fouziah Ghous, Yusry Abdul Halim, Azlee Khairi, Zaibo, Aminah Rhapor, Cico Harahap",Adventure / Drama / Mystery,,2274680,1240824,Male,Female,Female,Female,Male,Female
2011,3,24,...Dalam Botol,Khir Rahman,"Arja Lee, Wan Raja, Fauziah Ahmad Daud, Diana Danielle",Drama,,7338898,7161730,Female,Female,Female,Male,Female,Female
2011,3,31,Cun,Osman Ali,"Remy Ishak, Maya Karin, Ning Baizura, Jehan Miskin",Comedy / Family / Romance,,3853653,3601322,Male,Female,Male,Male,Male,Female
2011,4,7,Dilarang Masuk,Jeffrey Chan,"Shiqin Kamal, Azma Aizal Yusoof, Muniff Isa, Isma Hanum Husein, Esma Daniel",Thriller / Horror,,4793740,8035672,Male,Male,Female,Female,,Male
2011,4,14,Senjakala,Ahmad Idham,"Zahiril Adzim, Liyana Jasmay, Faezah Elai, Aida Aris, Ruminah Sidek, Kamal Adli",Horror,,2854613,2585369,Female,Male,Male,Female,Male,Female
2011,4,21,Penunggu Istana,Wan Hasliza,"Siti Nadhirah Mohd Zain (Adeek), Sara Ali, Nor Zafirah Abd Rahim, Amar Asyraf Zailuddin",Horror,,7121296,7913637,Female,Female,Female,Male,,Female
2011,4,28,Seru,"Pierre Andre, Ming Jin","Pierre Andre, Nora Danish, Awal Ashaari, Cut Mutia, Azman Hassan, Sharnaaz Ahmad, Nisha Dirr",Horror / Mystery / Thriller,,977450,5869967,Female,Female,Female,Female,Female,Male
2011,5,5,Momok Jangan Panggil Aku,M. Jamil,"M. Jamil, Cassandra Patrick, Ariff S. Shamsuddin, Zarina Zainuddin",Horror,,1874790,9941968,Male,Male,Male,Female,Male,Male
2011,5,12,Kongsi,Farid Kamil,"Fizo Omar, Shaheizy Sam, Zul Handyblack, Azad Jasmin, Putri Mardiana, Fida, Yana Samsudin",Action / Comedy,,1737826,226499,Female,Female,Female,Male,,Male
2011,5,19,Nur Kasih The Movie,Kabir Bhatia,"Remy Ishak, Tiz Zaqyah, Fizz Fairuz",Drama,,5894942,5294710,Female,Male,Male,Female,Female,Male
2011,5,26,Karak,Yusry Abdul Halim,"Shera Aiyob, Shahir Zawawi, Kilafairy, Along Eyzendy",Horror/ Thriller,,1194553,8498790,Female,Female,Female,Female,Female,Female
2011,6,2,Toyol Nakal,,"Joey Exist, Julia Ziegler, Aaron Frando, Abon, Mr. Os, Mimi M. Borhan",Comedy / Drama,,6444088,1431770,Female,Female,Female,Female,Male,Female
2011,6,9,KL Gangster,Syamsul Yusof,"Aaron Aziz, Adi Putra, Syamsul Yusof, Ridzuan Hashim, Sofi Jikan, Zizan Razak",Action,,355755,2768921,Male,Male,Male,Female,Female,Male
2011,6,16,3 2 1 Cinta,Azhari Mohd Zain,"Farid Kamil, Diana Amir, Pierre Andre",Romance / Comedy,,4061733,6156815,Male,Male,Female,Male,Male,Male
2011,6,23,Rasuk,S. Baldev Singh,"Fouziah Ghous, Iqram Dinzly, Sidek Hussain, Fauziah Nawi, Khir Mohd Noor",Horror / Thriller,,1840302,4117263,Female,Male,Female,Male,,Male
2011,6,30,Sekali Lagi,Hashim Rejab,"Shaheizy Sam, Mia Sara Nasuha, Lisa Surihani, Bront Palarae",Romance,,1411074,2732131,Male,Female,Female,Female,Male,Male
2011,7,7,Tolong Awek Aku Pontianak,James Lee,"Zahiril Adzim, Sazzy Falak, Liyana Jasmay, Afdlin Shauki, Nurul Wahab, Jehan Miskin, Harun Salim Bachik",Horror / Comedy / Romance,,8234565,8080283,Female,Female,Male,Male,,Male
2011,7,14,Flat 3A,Azhari Mohd Zain,"Intan Ladyana, Ery Zukhairi, Shasha",Horror,,5761292,2198998,Female,Male,Male,Male,Male,Male
2011,7,21,Senario The Movie: Ops Pocot,Ismail Bob Hasim,"Azlee Jaafar, Lan Pet Pet, Wahid Mohamed, Diana Amir, Mas Muharni, Kamal Adli",Comedy,,835983,4556633,Male,Male,Male,Female,Female,Male
2011,8,31,Karipap-Karipap Cinta,Othman Hafsham,"Gambit Saifullah, Melia Aimellia, Eman Manan",Comedy / Romance,,7138179,3360685,Male,Female,Female,Female,Female,Male
2011,8,31,Hantu Bonceng,Ahmad Idham,"Zizan Razak, Juliana Evans, Jue Aziz, Sallehudin (Tai)",Horror / Comedy,,2749191,7198985,Female,Male,Male,Female,Female,Male
2011,9,8,Nasi Lemak 2.0,Namewee,"Namewee, Adibah Noor, Afdlin Shauki, Karen Kong, Felixia Yeap, David Arumugam, Denise Lau, Nur Fathia, Ho Yuhang, Pete Teo",Comedy / Drama,,4777596,8266197,Female,Female,Female,Male,Male,Female
2011,9,15,Raya Tak Jadi,Abdul Razak Mohaideen,"Saiful Apek, Johan Raja Lawak, Jalaluddin Hassan, Wan Sharmila",Comedy / Family,,3189979,2919975,Female,Female,Female,Male,,Female
2011,9,22,Bini-Biniku Gangster,Ismail Bob Hasim,"Shaheizy Sam, Intan Ladyana, Yana Samsudin, Zul Handyblack",Action / Comedy,,9642214,9132471,Male,Female,Female,Male,Female,Female
2011,9,29,Libas,Jurey Latiff Rosli,"Rosyam Nor, Johan, Scha Alyahya, Beego, Fadzly Kamarulzaman",Action / Comedy,,5736554,9348375,Male,Male,Male,Female,Male,Female
2011,10,6,Al-Hijab,Pierre Andre,"Pierre Andre, Maimon Mutalib, Aziz M. Osman, Nur Fathia, Pekin Ibrahim",Horror,,5093767,3272736,Female,Female,Female,Male,,Female
2011,10,13,Klip 3GP,Aidilfitri Mohd Yunus,"Zahiril Adzim, Sara Ali, Mimie, Adeline Anthony, Amanda Misbun, Fikhree Abu Bakar",Thriller / Drama / Horror / Mystery,,4350047,4213311,Female,Female,Male,Female,,Female
2011,10,20,Sumpahan Puaka,Surenthar,"Imuda, Mislina Mustaffa, Maimon Mutalib",Horror / Family / Mystery,,2817297,6044071,Male,Female,Female,Female,Female,Female
2011,10,27,Apa Tengok-Tengok,Roy Krishnan,"Jalaluddin Hassan, Sathiya, David Arumugam, Mahyon Ismail, Dilla Ahmad, Kuswadinata, Zulkifli Ismail",Action / Comedy / Drama / Musical,,1414556,62484,Female,Male,Male,Female,,Male
2011,11,3,"Alamak, Toyol!",Ismail Bob Hasim,"Along Cham, Angah Raja Lawak, Hamid Gurkha",Horror / Comedy,,2042027,9799666,Male,Female,Female,Female,Male,Male
2011,11,10,Abuya,Imran Ismail,"Faizal Hussein, Jue Aziz, Yank Kassim, Adrea Abdullah",Action / Drama,,6515802,9898246,Male,Female,Female,Female,Male,Male
2011,11,17,Aku Bukan Tomboy,Syamsul Yusof,"Syamsul Yusof, Scha Alyahya, Shaheizy Sam, Eira Syazira, Harun Salim Bachik",Comedy / Romance / Drama,,6744696,4318404,Male,Female,Female,Female,Male,Male
2011,11,24,Misteri Jalan Lama,Afdlin Shauki,"Que Haidar, Hans Isaac, Vanida Imran, Nasir Bilal Khan, Namron",Action / Adventure / Fantasy / Mystery / Fiction,,428099,2777974,Female,Female,Male,Female,Male,Male
2011,12,1,Ombak Rindu,Osman Ali,"Aaron Aziz, Maya Karin, Lisa Surihani, Bront Palarae",Drama / Romance,,6350541,112764,Female,Female,Female,Female,,Female
2011,12,8,Datin Ghairah,Sabree Fadzil,"Aaron Aziz, Maria Farida, Hairie Othman, Faizal Hussein, Yank Kassim",Comedy / Romance,,9223206,2410128,Male,Female,Male,Male,Female,Female
2011,12,15,Songlap,Effendee Mazlan,"Shaheizy Sam, Syafie Naswip, Sara Ali",Action / Drama / Crime,,6462663,1475792,Male,Female,Male,,,Female
2011,12,22,Suatu Malam Kubur Berasap,Ernie Chen,"Angah Raja Lawak, Along Cham, Azrul Cham, Ernie Chen, Nurul Ain Nordin, Zac Diamond",Horror / Comedy,,5469861,4547258,Female,Male,Female,Female,Female,Male
2011,12,29,Papa I Love You,Hashim Rejab,"Lisa Surihani, Mia Sara Nasuha, Zalif Sidek, Zaidi Omar, Syanie, Zul Handyblack",Comedy / Drama,,596236,5691369,Female,Male,Female,Female,,Male
2012,1,5,Sesuatu Yang Tertinggal,Asrull Hisyam,"Zahiril Adzim, Sara Ali, Shera Aiyob, Namron",Horror,,272834,3758451,Female,Female,Male,,Female,Male
2012,1,12,Keramat,Azhari Mohd Zain,"Zul Handyblack, Rebecca Nur Al Islam, Diana Amir, Alex Yanz, Putri Mardiana, Mon Ryanti, Adey Syafrien, Hairul Azreen",Horror,,1443756,2709604,Male,Female,Male,Female,Female,Male
2012,1,19,Bujang Telajak,Abdul Razak Mohaideen,"Saiful Apek, Nabil Ahmad, Johan Raja Lawak, Fazura, Mustapha Kamal",Comedy,,1450369,1824301,Male,Female,Female,Male,Male,Female
2012,1,19,Ah Beng The Movie : Three Wishes,Silver Yee,"Jack Lim, Gan Mei Yan",Comedy,,5533081,1188699,Male,Male,Female,,,Female
2012,1,26,Sumpahan Kum Kum,Ismail Bob Hasim,"Fezrul Khan, Putri Mardiana, Wawa Zainal, Shima Anuar, Lydiawati",Horror,,8684585,697350,Female,Female,Male,Female,Female,Female
2012,2,2,Azura,Aziz M. Osman,"Neelofa, Shahz Jaszle, Afdlin Shauki, Erma Fatima",Drama / Romance,,8479386,5455020,Female,Male,Female,Male,Female,Male
2012,2,9,Hantu Dalam Botol Kicap,Azhari Mohd Zain,"Wawa Zainal, Mikail Andre, Mon Ryanti, Zalif Sidek, Epy Raja Lawak, Azrol Anwar, Angah Raja Lawak",Comedy / Horror,,1313323,4068953,Male,Male,Male,Male,Female,Male
2012,2,16,Chantek,Pierre Andre,"Pierre Andre, Maimon Mutalib, Nurul Ekasari, Kim Watt, Abon",Drama / Romance,,5378421,8356533,Male,Male,Male,Male,,Male
2012,2,23,Adnan Sempit 2,Ismail Bob Hasim,"Shaheizy Sam, Intan Ladyana, Yana Samsudin, Angah Raja Lawak Along Raja Lawak, Ahmad Tarmimi Siregar, Aznah Hamid",Comedy,,202913,6453160,Female,Female,Male,Female,Male,Male
2012,2,23,Fist of Dragon,Michael Chuah,"Michael Chuah, Steve Yap, Fiona Xie, Henry Thia, Wang Xiao-chen",Action / Martial Arts,,4754888,8401293,Female,Female,Female,Female,Female,Male
2012,3,1,Cinta Kura-Kura,Nizam Zakaria,"Aeril Zafrel, Tiz Zaqyah, Zizan Razak, Shy8, Farah Fauzana, Bob AF2, Fizz Fairuz, Harun Salim Bachik, Norhayati Taib, Munir",Comedy / Romance,,5342604,1370131,Male,Male,Male,,,Female
2012,3,8,Bunohan,Dain Said,"Faizal Hussein, Zahiril Adzim, Pekin Ibrahim, Wan Hanafi Su, Bront Palarae, Namron, Sofi Jikan",Action / Drama,,6697005,4028067,Male,Female,Male,Female,Female,Female
2012,3,8,SeeFood,Goh Aun Hoe,"Gavin Yap, Diong Chae Lian",Adventure / Comedy / Animation,,652093,9079317,Male,Male,Male,Female,Female,Male
2012,3,15,7 Petala Cinta,Azhari Mohd Zain,"Aeril Zafrel, Diana Amir, Fizo Omar, Shima Anuar, Putri Mardiana",Drama / Romance,,157219,4536206,Male,Female,Female,Female,,Female
2012,3,22,Jidin Sengal,Esmi Zahara Yusof,"Angah Raja Lawak, Along Raja Lawak, Azrul Raja Lawak, Zac Diamond, Faezah Elai, Jue Aziz",Comedy / Romance,,8697344,240302,Female,Female,Male,Male,Female,Male
2012,3,29,Jangan Pandang-Pandang,Ahmad Idham,"Zizan Razak, Sara Ali, Nas-T, Miera Leyana, Anith Aqilah, Azhar Sulaiman",Comedy,,6042132,4640500,Male,Male,Female,Female,Female,Male
2012,4,5,3 Temujanji,Hashim Rejab,"Yana Samsudin, Pierre Andre, Kamal Adli, Diana Amir",Comedy / Romance,,3876639,4381596,Male,Female,Male,Female,Female,Female
2012,4,19,Uncle Usin,Husri Husain,"Zizan Razak, Johan Raja Lawak, Nabil Ahmad, Shiqin Kamal, Ebby Yus",Action / Comedy,,4935530,6890897,Female,Male,Female,Female,,Male
2012,4,26,Berani Punya Budak,Afdlin Shauki,"Afdlin Shauki, Nabil Ahmad, Johan Raja Lawak, Awie, Adlin Aman Ramli, Sharifah Sofia",Action / Comedy,,116424,6474395,Female,Female,Male,Male,,Male
2012,5,3,Chow Kit,"Rosihan Zain, Brando Lee","Beto Kusyairi, Dira Abu Zahar, Muhamad Izzam Izzudin, Muhamad Izzam Syafiq, Muzhaffar Shah Shahrul Asran, Nur Nadzirah Rosi, Mers Sia",Action / Crime,,8116057,941201,Female,Female,Female,Female,Male,Female
2012,5,10,Nongkrong,Ismail Bob Hasim,"Shaheizy Sam, Angah Raja Lawak, Epy Kodiang",Comedy / Horror,,8294231,9957688,Female,Male,Female,Male,,Female
2012,5,10,Ghost Buddies,Simon Sek,"Mark Lee, Maggie Shiu Mei Kei, Vivian Tok, Lim Ching Miau",Comedy / Horror,,5655525,9023896,Male,Male,Female,Male,Female,Female
2012,5,17,Mantera,Mohd Aliyar Al-Kutthy,"Tomok, Shiqin Kamal, Kamaliya, Wael Al-Masri, Said Dashuk-Nighmatulin, Mikhail Dorojkin, Faezah Elai, Yank Kassim",Science Fiction / Fantasy,,4554562,2639936,Female,Male,Female,Female,,Male
2012,5,17,You Believe In Ghost?,M. Subash Abdullah,"Eric Chen, Rabbit Chen, Yow Lan",Horror,,4840929,763510,Male,Female,Male,Male,,Female
2012,5,24,"Aku Ada, Kau Ada???",Rahila Ali,"Yana Samsudin, Shaheizy Sam, Kamal Adli",Comedy / Romance / Musical,,5263309,1836062,Male,Female,Female,,Female,Male
2012,5,24,Hoore! Hoore!,Saw Teong Hin,"Akim, Kilafairy, Nurfarah Nazirah, Harun Salim Bachik, Adibah Noor, Sahronozam Noor, Aznil Nawawi, Fauziah Nawi",Romance / Musical,,726472,1911000,Female,Female,Female,Female,Male,Female
2012,5,31,Man Sewel Datang KL,Rahman Adam,"Shuib Sepah, Julia Ziegler, Razali Hussain, Siti Sarah Raisudin, Rafidah Ibrahim",Comedy,,7055001,5223482,Female,Male,Female,Female,Male,Male
2012,5,31,Gerimis Mengundang,Ahmad Idham,"Kamal Adli, Olivia Jensen Lubis",Romance / Musical,,1809536,1218031,Male,Male,Female,Female,Male,Female
2012,6,7,X,Ahmad Rusli Mohamed Khadri,"Pierre Andre, Diana Amir, Intan Ladyana, Nuremynadia Ramli, Siti Chubby",Comedy / Romance,,5548598,3823517,Female,Male,Female,Male,,Male
2012,6,7,Jalan Kembali: Bohsia 2,Syamsul Yusof,"Salina Saibi, Nabila Huda, Syamsul Yusof, Sofi Jikan, Zizan Razak, Hetty Sarlene, Harun Salim Bachik",Drama / Crime,,3639178,3984440,Female,Female,Female,Male,,Male
2012,6,14,Jiwa Taiko,Osman Ali,"Remy Ishak, Diana Danielle, Nadiya Nisaa, Bront Palarae, Fizz Fairuz, Mislina Mustafa",Action / Drama,,282147,1648176,Male,Female,Male,Female,Male,Female
2012,6,14,Tears of the Mom,Yoko Chou,"Amber Chia, Yap Chou Chuen, Johnson Low, Anita Phang, Hero Tai, Kimura Takahiro, Azzaly Ismail",Drama / Romance / Family,,5765907,3739351,Male,Male,Male,Male,Male,Female
